word,PG,source
Lake Mendota,(men-DOH-tuh),Wiener
Lake Monona,(muh-NOH-nuh),Wiener
Lake Poyang,(POH-yong),Wiener
Lake Suwa,(SOO-uh),Wiener
Lake Trasimene,(TRAA-zih-meen),Wiener
Lakoff,(LAKE-off),2018_CMST/15.pdf
Lakoff,(LAY-koff),nsc17/01.txt
Lakshmana,(luk-SHMUH-nuh),Wiener
Lamassu,(laa-MAA-soo),Wiener
Lamia's,(LAH-mee-ah's),nsc18/07.txt
Lamia,(LAM-ee-uh),Wiener
Lamins,(LAH-minz),Wiener
Lan Xang,(shang),Wiener
Landisbanki,(LON-dis-bon-kee),Wiener
Langmuir,(LANG-myoor),nsc18/16.txt
Langmuir’s,(LANG-myoor’s),2018_IQBT_NASAT/Packet_04.pdf
Lantier,(LON-tey),Wiener
Laocoön,(lao-KOH-on),nsc17/07.txt
Laocoön,(lao-KOH-on),nsc17/18.txt
Laocoön,(lay-AH-kuh-wahn),Wiener
Laodice,(lay-AH-diss-ee),Wiener
Laodokos,(lay-ODD-uhkuss),2018_CMST/12.pdf
Laokoon,(lay-AH-koh-on),2018_CMST/04.pdf
Laomedon,(lay-AH-meh-don),Wiener
Laomedon,(lay-OM-uh-don),2018_IQBT_NASAT/Packet_17.pdf
Laozi,(LAO-tsuh),2018_IQBT_NASAT/Packet_02.pdf
Laozi,(LAO-tsuh),2018_IQBT_NASAT/Packet_06.pdf
Laozi,(LAO-tsuh),2018_IQBT_NASAT/Packet_15.pdf
Laozi,(LAO-tzuh),nsc17/13.txt
Laozi,(LOUT-zee),Wiener
Lapham,(LAP-um),2016_Terrapin/Packet_14_Finals_2.pdf
Lapin Agile,(lah-PAN ah-JEEL),mysterium/06.txt
Lapiths,(LAY-piths),Wiener
Laplace,(la-PLOSS),2018_IQBT_NASAT/Packet_10.pdf
Laplace,(luh-PLOSS),Wiener
Laplacian,(la-PLAHSS-ee-in),nsc18/05.txt
Laplacian,(luh-PLASS-ee-un),Wiener
Lares,(LAH-reez),nsc17/23.txt
Lares,(LAHR-eez),Wiener
Largo al factotum,(LAHR-goh ahl fahk-TOH-tum),Wiener
Larissa,(LA-ree-suh),Wiener
Las Guasimas,(gwah-SEE-muss),Wiener
Las Salinas,(suh-LEE-nus),Wiener
Lasair,(LOHseer),Wiener
Lasalgaon,(LAH-sel-goh),Wiener
Lascaux,(la-SCOO),Wiener
Lascaux,(lass-KOH),2018_ACF_Regionals/H._Maryland_A_+_McGill_B_+_UIUC_A.pdf
Lascaux,(lass-KOH),nsc18/05.txt
Lascelles,(luh-SELLZ),Wiener
Lascia ch’io pianga,(LAH-shah KEE-oh p’YAHN-gah),2018_IQBT_NASAT/Packet_01.pdf
Latacunga,(lah-tah-COON-guh),Wiener
Laudine,(loh-DEEN),nsc17/05.txt
Laue,(LAO-uh),nsc18/18.txt
Laura,(LAO-rah),nsc18/12.txt
Lautrec,(loh-TRECK),2018_CMST/15.pdf
Lavalas,(luh-VAH-luss),Wiener
Lavoisier,(lahv-WAH-see-ey),Wiener
Lazarillo de Tormes,(lah-zah-REE-yoh day TOR-mace),Wiener
Lazaro Cardenas,(luh-ZAR-oh CAR-de-nas),Wiener
Le Charivari,(luh shah-ree-vah-REE),2018_CMST/07.pdf
Le Gibet,(luh zhee-BAY),nsc18/10.txt
Le Gibet,(“luh gee-BAY”),mysterium/09.txt
Le Havre,(LOO AHV-wuh),Wiener
Le Marteau sans maître,(luh mar-TOH sawn MET-ruh),nsc18/20.txt
Le Morte d'Arthur,(luh MORT dar-TOOR),nsc18/14.txt
Le Père Goriot,(luh PAIR GOR-ee-oh),Wiener
Le Père Goriot,(luh PAIR gor-YO),nsc18/02.txt
Le Roy Laudrie's,(le RWAH loh-DREE’s),nsc18/16.txt
Le Tombeau de Couperin,(luh tom-BOH duh coop-RAN),nsc18/19.txt
Le tombeau de Couperin,(luh tom-BOH duh koop-RAN),2018_CMST/08.pdf
Le veau d'or,(luh voh dor),nsc18/23.txt
Le-be-wohl,(“lay-buhVOHL),2018_CMST/04.pdf
Leabharcham,(LAU-er-cum),Wiener
Leander,(lee-AN-dur),Wiener
Leavitt,(LEV-it),2018_IQBT_NASAT/Packet_02.pdf
Leavitt,(LEV-it),nsc18/AS.txt
Leben,(LAY-bin),nsc18/13.txt
Lebesgue,(luh-BEG),2016_Terrapin/Packet_13_Finals_1.pdf
Lebesgue,(luh-BEG),2017_NASAT/Round_19--Prelims_Tiebreaker.pdf
Lebesgue,(luh-BEG),Wiener
Lebesgue,(luh-BEG),mysterium/06.txt
Lebesgue,(luh-BEG),nsc16/03.txt
Lebesgue,(luh-BEG),umdfall17/02.txt
Lebhaft,(LAYB-hoft),Wiener
Lech Wałęsa,(LEK vah-WEN-suh),Wiener
Lechfeld,(LEYSH-feld),Wiener
Leda,(LAY-duh),Wiener
Lee Kuan Yew,(lee kwan YOO),Wiener
Lefebvre,(luh-FEV),2016_Terrapin/Packet_10.pdf
Lefebvre’s,(luh-FEV-ruh’s),2018_CMST/01.pdf
Lefèvre d’Étaples,(luh-FEV day-TAP),mysterium/01.txt
Legendre,(la-ZHAHN-druh),2018_CMST/09.pdf
Legendre,(luh-JON-druh),Wiener
Legendre,(luh-JOND),2018_IQBT_NASAT/Packet_18.pdf
Legendre,(luh-JOND-ruh),2017_NASAT/Round_12.pdf
Legendre,(luh-ZHAWND-ruh),2018_ACF_Regionals/E._Delaware_A_+_Kentucky_A_+_Cambridge_A.pdf
Legnani,(len-YAH-nee),2016_Terrapin/Packet_02.pdf
Legnano,(LEN-yah-no),Wiener
Legnano,(len-YAH-no),2016_Terrapin/Packet_11.pdf
Legnica,(leg-NEE-tsah),2018_CMST/08.pdf
Legnica,(leg-NIT-zuh),Wiener
Lehár,(leh-HAR),nsc18/14.txt
Leibniz,(LYBE-nits),nsc17/08.txt
Leiden,(LAY-den),Wiener
Leiden,(LIE-den),mysterium/08.txt
Leiden,(LYE-din),2018_IQBT_NASAT/Packet_12.pdf
Lemaitre,(leh-MATE-ruh),Wiener
Lemminkäinen,(LEH-min-kai-nen),Wiener
Lemminkäinen’s,(LEM-min-kay-nen’s),2018_IQBT_NASAT/Packet_10.pdf
Lemminkäinen’s,(lem-in-KAY-in-en’s),2018_ACF_Regionals/I._Missouri_A_+_JHU_C_+_McGill_A.pdf
Lemnos,(LEM-nahss),Wiener
Lenape,(leh-NAH-pay),2018_IQBT_NASAT/Packet_19.pdf
Lenape,(leh-NAH-pay),Wiener
Leni Riefenstahl,(REE-fensh-tahl),Wiener
Lent et douloureux,(LONT ay doo-loo-RUH),2017_NASAT/Round_01.pdf
Lento a capriccio,(LENtoh ah kah-PREE-cho),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
Lenček,(LEN-check),2018_CMST/16_Tiebreakers.pdf
Leochares,(lay-oh-HAH-rahs),Wiener
Leon Czolgosz,(CHOLE-goss),Wiener
Leon Dupuis,(lay-OHN doo-PWEE),Wiener
Leon,(CHOL-gos),Wiener
Leoncavallo,(lay-ahn-cah-VAH-loh),Wiener
Leone,(lee-OH-nay),2018_IQBT_NASAT/Packet_13.pdf
Leonidas,(LEE-uh-NYE-dus),Wiener
Leonore,(LEE-uh-nor),Wiener
Leonore,(lay-oh-NOH-ruh),nsc18/05.txt
Leontiades,(LEE-on-TYE-uh-deez),Wiener
Leopold Godowsky,(goh-DOFF-skee),Wiener
Leoš Janácěk’s,(LEH-ohsh YAH-naw-check’s),umdfall17/07.txt
Leoš Janáček,(LAY-osh YAH-na-check),2017_ACF_Fall/Cornell_B_Liberty_B_Michigan_B_Texas_A_M_A_UBC_A.pdf
Leoš Janáček,(LEH-ohsh YAH-naw-check),2017_NASAT/Round_10.pdf
Leoš Janáček,(LEH-ohsh YAH-naw-check),2018_IQBT_NASAT/Packet_04.pdf
LepA,(lep-A),2018_CMST/15.pdf
Lepanto,(LAY-pahn-toh),Wiener
Leporello,(lay-por-ELL-oh),Wiener
Lernaean,(lur-NEE-in),2018_CMST/08.pdf
Les Adieux,(lay zah-DYUH),2017_NASAT/Round_08.pdf
Les Adieux,(layz ah-DYOO),2018_CMST/04.pdf
Les Demoiselles d'Avignon,(lay dum-wah-ZELL dah-veen-YAWN),nsc18/02.txt
Les Demoiselles d’Avignon,(lay dum-wah-ZEL dah-vin-YOHN),2018_CMST/02.pdf
Les Fleurs du Mal,(lay FLURR doo MALL),Wiener
Les Invalides,(leez ahn-vah-LEED-uh),Wiener
Les Jupes,(“lay ZHOOP”),2018_CMST/08.pdf
Les Nabis,(lay nah-BEE),2017_NASAT/Round_20--Finals_or_Tiebreaker.pdf
Les Noces,(lay NOSS),2017_ACF_Fall/Georgetown_A_Louisiana_Tech_A_North_Carolina_State_A_Wisconsin.pdf
Les Plaideurs,(lay-play-DUR),Wiener
Les Preludes,(lay PRAY-loo-duh),Wiener
Les Rougon-Macquart,(lay roo-GONN mah-CAR),nsc16/05.txt
Les RougonMacquart,(lay roo-GON-mah-CAR),2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf
Les Six,(lay SEESE),nsc18/06.txt
Les Six,(lay SEESE),nsc18/15.txt
Les Six,(lay sees),2018_ACF_Regionals/J._Northwestern_A_+_Maryland_B_+_Oklahoma_A.pdf
Les Sylphides,(lay seel-FEED),2018_IQBT_NASAT/Packet_02.pdf
Les Troyens,(lay trah-YAHN),2018_CMST/02.pdf
Les XX,(lay VAN),2018_IQBT_NASAT/Packet_04.pdf
Les francs-juges,(lay FRONG JOO-juh),Wiener
Les indes galantes,(lay ZAND gah-LONT),2017_NASAT/Round_10.pdf
Les noces,(lay NUSS),nsc18/11.txt
Leszczynska,(LESH-ching-skuh),Wiener
Leszczynski,(luh-SHIN-skee),Wiener
Leszczyński,(leshchin-skee),2015_STIMPY/E1._Editors_1.pdf
Leszek Kołakowski,(LESH-ek koh-wuh-KOFF-skee),2018_CMST/02.pdf
Lethe,(LEE-thee),Wiener
Lethe,(LITH-ee),2016_Terrapin/Packet_05.pdf
Leto,(LEE-toh),2018_CMST/04.pdf
Leto,(LEE-toh),Wiener
Leuctra,(LEWK-truh),Wiener
Leung,(lee-UNG),Wiener
Leuthen,(LOY-ten),Wiener
Leutze,(LOOT-suh),nsc18/25.txt
Leutze,(LOYT-zuh),Wiener
Levallois,(leh-vall-WAH),nsc18/05.txt
Levallois,(luh-vahl-WAH),2018_CMST/12.pdf
Levin,(LYOH-vin),2018_CMST/03.pdf
Lewes,(Lewis),2018_CMST/06.pdf
Leydig,(LAI-dig),Wiener
Leyte,(LAY-tay),Wiener
Lezhe,(LEJ-uh),Wiener
Lezhë,(LEH-zhuh),2018_IQBT_NASAT/Packet_18.pdf
Leó Szilárd,(SEE-lehrd),Wiener
Lhermitte,(LARE-meet),Wiener
Lhuillier,(lweel-YAY),nsc17/07.txt
Liancourt,(lee-on-CORE),2018_CMST/02.pdf
Liang Qiao,(lyong chow),nsc17/07.txt
Libreville,(LEE-bruh-vil),Wiener
Lichtenstein,(LICK-tun-stine),2018_CMST/05.pdf
Licinius,(lih-KIN-ee-us),Wiener
Lie,(lee),2017_NASAT/Round_05.pdf
Lie,(lee),2018_IQBT_NASAT/Packet_02.pdf
Lie,(lee),2018_IQBT_NASAT/Packet_10.pdf
Lie,(lee),mysterium/02.txt
Lie,(lee),mysterium/03.txt
Liebesträume,(LEE-biss-TROY-muh),2018_IQBT_NASAT/Packet_05.pdf
Liebesträume,(lee-bis-TROY-muh),2017_ACF_Fall/Auburn_A_Cornell_A_Georgia_A_Illinois_A_Lawrence_A.pdf
Liechtenstein,(LICK-tun-stine),2018_CMST/05.pdf
Liege,(lee-EHJ),Wiener
Lieschen's,(LEES-shin's),nsc18/13.txt
Ligeia,(lye-JEE-uh),2018_IQBT_NASAT/Packet_05.pdf
Ligny,(LIN-yee),Wiener
Ligurian,(lig-YUR-ee-en),Wiener
Likud,(lee-KOOD),Wiener
Lille,(leel),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
Lille,(leel),2018_IQBT_NASAT/Packet_07.pdf
Linde,(LIN-day),2017_NASAT/Round_13.pdf
Linolenic,(LIE-no-leen-ik),Wiener
Linotype,(LINE-oh-type),2018_IQBT_NASAT/Packet_07.pdf
Lionel Jospin,(lee-oh-NEL YAHS-pan),Wiener
Lionel Jospin,(lyoh-NEL jo-SPAN),2017_NASAT/Round_13.pdf
Liouville's,(lyoo-VEEL's),2017_NASAT/Round_17.pdf
Liouville’s,(lyoo-VEEL’s),2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf
Lipany,(LIP-uh-nee),Wiener
Lir,(leer),Wiener
Liszt,(list),2018_IQBT_NASAT/Packet_05.pdf
Liszt,(list),nsc18/02.txt
Liu Bei,(lyoh bay),nsc17/01.txt
Liu Bei,(l’yoh bay),nsc18/04.txt
Liénard,(lyay-NARR),nsc18/16.txt
Liénard–Wiechert,(lyay-NARR VEE-cut),2016_Terrapin/Packet_11.pdf
Llanos,(YAH-nos),Wiener
Llewellyn,(loo-ELL-in),2018_IQBT_NASAT/Packet_07.pdf
Llewellyn,(loo-ELL-in),2018_IQBT_NASAT/Packet_10.pdf
Lliannan-She,(lee-AN-uhn-shee),Wiener
Llobet,(yoo-BET),nsc18/AS.txt
Llobet,(you-BET),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
Llobet’s,(you-bet’s),mysterium/11.txt
Llosa,(YO-suh),Wiener
Llywelyn,(loo-ELL-en),Wiener
Loch,(LOCK),Wiener
Locrian,(LOH-kree-in),2018_IQBT_NASAT/Packet_02.pdf
Loeffler,(LUFF-ler),2018_IQBT_NASAT/Packet_02.pdf
Loess,(less),Wiener
Loge,(LOH-guh),Wiener
Lohiau,(low-HEE-ow),Wiener
Loire,(luh-WAH),Wiener
Loire,(lwahr),mysterium/09.txt
Loiseau,(lwah-ZOH),2018_IQBT_NASAT/Packet_09.pdf
Loiseau,(lwah-ZOH),nsc16/09.txt
Loiseau,(lwah-ZOH),nsc18/13.txt
Loisel,(lwah-ZEL),Wiener
Loki,(LOH-kee),Wiener
Longinus,(lon-JAHY-nus),Wiener
Loos,(lohss),mysterium/08.txt
Lopakhin,(lo-pah-KHEEN),nsc17/16.txt
Lope de Vega,(LO-pay deh VAY-gah),2018_IQBT_NASAT/Packet_08.pdf
Loptr,(LOP-tre),2017_ACF_Fall/Editors_1.pdf
Loriod,(loh-ree-OH),nsc18/06.txt
Lotophages,(lo-to-FAY-ges),Wiener
Lotte,(LAH-tuh),Wiener
Lotte,(LOH-teh),nsc18/02.txt
Lotte,(LOH-tuh),nsc17/03.txt
Lou Tresor dóu Felibrige,(loo tray-ZOR dow fell-ee-BREE-jay),2018_CMST/10.pdf
Louanges,(“loo-AWNZH”),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
Louhi,(LOW-hee),Wiener
Louis Leroy,(loo-EE LEH-wah),Wiener
Louis Moreau Gottschalk,(Louie muh-ROW GOT-shalk),nsc16/23.txt
Louis de Broglie,(duh BROY),Wiener
Louis-Philippe,(LOO-ee-feh-LEEP),Wiener
Louisbourg,(LEW-ee-borg),Wiener
Louisbourg,(LOO-ee-burg),2018_IQBT_NASAT/Packet_17.pdf
Louvre,(LOOV),Wiener
Lu Xun,(LOO SHUN),Wiener
Lu Xun,(loo shwin),2017_NASAT/Round_06.pdf
Lu Xun,(loo shwin),2018_ACF_Regionals/F._Berkeley_A_+_MIT_B_+_Southampton_A.pdf
Lu Xun,(loo shwin),nsc18/06.txt
Lualaba,(loo-ah-LAH-bah),Wiener
Luang Prabang,(loo-ong PRAH-bong),Wiener
Luc Montagnier,(luke mon-tahn-YAY),2018_IQBT_NASAT/Packet_10.pdf
Luce Irigaray,(LOOSE ee-ree-gah-RAY),nsc18/15.txt
Lucia di Lammermoor,(loo-CHEE-ah dee LAA-mur-moor),Wiener
Lucia,(LOO-sha),2017_NASAT/Round_12.pdf
Lucian,(LOO-shin),2018_IQBT_NASAT/Packet_03.pdf
Lucier,(LOO-see-ur),2018_CMST/05.pdf
Lucius Aemilius,(ai-MEEL-ee-us),Wiener
Luckner Cambronne,(CAHM-brun),Wiener
Ludovico Ariosto,(ah-ree-AHS-toh),Wiener
Ludwig Zamenhof,(ZA-men-hoff),Wiener
Luftwaffe,(LOOFT-vah-fuh),Wiener
Lugh,(LOOGH),nsc17/06.txt
Lugh,(LOW),Wiener
Lugh,(loo),2018_CMST/09.pdf
Lujza,(Louisa),nsc16/22.txt
Lula da Silva,(LOO-lah dah SIHL-vuh),Wiener
Luo Guanzhong,(LOO-oh gwan-JONG),Wiener
Lusignan,(LOO-sin-YON),Wiener
Lux Aeterna,(lucks AY-turn-uh),Wiener
Lux Aurumque,(LUKES OW-room-kway),nsc17/20.txt
Luxe Calme et Volupté,(LUKES calm ay vaw-lewp-TAY),mysterium/13.txt
Luzhniki,(looj-NEE-kee),Wiener
Luís,(Vaz),nsc18/05.txt
Lyapunov,(lee-AH-puh-noff),Wiener
Lycaon,(LIE-kay-on),Wiener
Lycaon,(lye-KAY-on),2018_IQBT_NASAT/Packet_03.pdf
Lycaon,(lye-KAY-on),2018_IQBT_NASAT/Packet_09.pdf
Lycurgus,(lai-KUR-gus),Wiener
Lydian,(LID-ee-in),2018_IQBT_NASAT/Packet_07.pdf
Lykov,(LICK-uff),2017_NASAT/Round_02.pdf
Lyon,(lee-OHN),Wiener
Lyonesse,(lye-uh-NESS),2018_CMST/06.pdf
Lysenkoism,(lai-SENK-oh-izm),Wiener
Lysistrata,(lai-sih-STRAH-tuh),Wiener
Lysithea,(lai-SEE-thee-uh),Wiener
Lystrosaurus,(lis-tro-SOR-us),2018_CMST/03.pdf
Là ci darem la mano,(LA chee DAH-rem la MAH-no),nsc17/09.txt
Là ci darem la mano,(LA chee dah-REM la MAH-no),nsc18/01.txt
Là ci darem la mano,(“LAH chee dah-REM la MAH-noh”),mysterium/02.txt
László Almásy,(LASS-low ALL-mash-ee),2017_NASAT/Round_02.pdf
László Moholy-Nagy,(LOSS-low mo-HO-lee-NAHJ),2018_IQBT_NASAT/Packet_10.pdf
Légende,(lay-JOND),2018_IQBT_NASAT/Packet_12.pdf
Légende,(lay-JOND),mysterium/07.txt
Léo Delibes,(LAY-oh deh-LEEB),nsc17/08.txt
Léon Blum,(lay-ON BLOOM),2018_IQBT_NASAT/Packet_02.pdf
Léon Brillouin,(lay-ON bree-WANN),2018_IQBT_NASAT/Packet_17.pdf
Léon Pillet,(lay-OHN pee-AY),2018_CMST/09.pdf
Léveillé,(“lay-veh-YAY”),2018_CMST/14.pdf
Lévy,(lay-VEE),2018_IQBT_NASAT/Packet_02.pdf
Lützen,(LOOT-zin),Wiener
Lǎozǐ,(lao-tzuh),mysterium/12.txt
L’Age d’Or,(lahzh dor),2018_CMST/01.pdf
L’Air du temps,(lair doo TOM),mysterium/06.txt
L’Angélus,(lon-jay-LOO),2018_IQBT_NASAT/Packet_05.pdf
L’Aurore,(la ROR),Wiener
L’Orfeo,(lor-FAY-oh),2018_IQBT_NASAT/Packet_08.pdf
L’homme armé,(lohm ar-MAY),2018_CMST/06.pdf
L’Âge d’Or,(lodge dor),umdfall17/12.txt
M*,(M-star),2018_CMST/08.pdf
M,(allord),2017_ACF_Fall/JHU_B_McGill_A_NYU_A_UCSD_A.pdf
M. cavernosa,(cav-er-NO-suh),Wiener
M0,(M-zero),2017_NASAT/Round_07.pdf
MAGE,(mage),nsc17/22.txt
MALDI,(MALL-dee),nsc18/09.txt
MALDI,(MAUL-dee),Wiener
MAP,(map),2018_CMST/02.pdf
MARCKS,(marks),2018_CMST/08.pdf
MED25,(med-twenty-five),2018_CMST/13.pdf
MEL-TEMP,(mel-temp),nsc18/07.txt
MIA,(M-I-A),nsc18/07.txt
MIMIC,(mimic),2018_ACF_Regionals/R._Editors_1.pdf
MO,(M-O),nsc18/24.txt
MOA,(M-O-A),2018_CMST/07.pdf
MOFs,(M-O-F’s),nsc18/16.txt
MOSFET,(MOSS-fet),Wiener
MTBE,(M-T-B-E),nsc18/05.txt
MYC2,(mic-two),2018_CMST/13.pdf
Ma'abarot,(mah-ah-bah-ROTE),nsc18/16.txt
Ma'ariv,(MAH-ah-reev),nsc18/18.txt
Maasai Mara,(mah-SAI MAA-rah),Wiener
Mabinogion,(ma-bin-OH-jee-un),Wiener
Mac Róich,(mak ROHSH),nsc18/17.txt
MacFarquhar,(muk-FAR-kwar),2018_CMST/04.pdf
MacMahon's,(mock-mah-AWN's),nsc17/06.txt
MacMahon,(mock-mah-AWN),nsc17/10.txt
Macabre,(mah-COB),2017_NASAT/Round_01.pdf
Macau,(mah-COW),Wiener
Macchiarini,(mock-ya-REE-nee),nsc17/15.txt
Macha,(MAK-ah),Wiener
Machado de Assis,(muh-SHAH-doo jee uh-SEES),2016_Terrapin/Packet_11.pdf
Machado de Assis,(muh-SHAH-doo jee uh-SEES),nsc18/14.txt
Machado,(muh-SHAH-doo),nsc18/14.txt
Machaon,(ma-KAY-on),2018_IQBT_NASAT/Packet_18.pdf
Machaon,(muh-KAY-un),2018_CMST/11.pdf
Mackinac,(MACK-ih-naw),nsc16/25.txt
Mackinac,(mack-in-AW),Wiener
Macomb,(MAKE-um),2018_IQBT_NASAT/Extra_questions.pdf
Macquart,(mah-CAR),2017_NASAT/Round_13.pdf
Madame Odintsova,(oh-DINT-so-vuh),Wiener
Madeira,(MAH-dai-ruh),Wiener
Madeleine de Scudéry,(mah-duh-LEN duh skoo-day-REE),2018_IQBT_NASAT/Packet_06.pdf
Madhavrao,(mahd-HUV-rao),Wiener
Madiun,(MAD-ee-un),Wiener
Maenads,(MAY-nads),nsc18/16.txt
Maenads,(MEE-nadz),Wiener
Mafeking,(MAF-eh-king),nsc18/04.txt
Magal,(mah-GAHL),2017_NASAT/Round_04.pdf
Maggiore,(mah-JOH-ray),Wiener
Maggiore,(mah-JOH-ray),nsc18/15.txt
Magh Tuireadh,(MY TEER-ugh),nsc17/06.txt
Mahabharata,(mah-ha-BAH-ruh-tuh),Wiener
Maharal,(MAH-hah-rall),Wiener
Maharashtra,(mah-hah-RAHSH-truh),Wiener
Mahavira,(mah-ha-VEE-ruh),Wiener
Maheu,(mah-OO),nsc18/07.txt
Maia,(MY-uh),Wiener
Maillard,(mai-YAR-duh),Wiener
Maimonides,(mai-MON-ih-dees),Wiener
Maimonides,(my-MON-ih-deez),nsc18/09.txt
Mainak,(MYE-nuck),2016_Terrapin/Packet_10.pdf
Mainique,(mye-ey-NEE-kay),Wiener
Mainz,(MINE-ts),nsc17/01.txt
Mainz,(MINE-ts),nsc17/10.txt
Mainz,(MINES),Wiener
Mainz,(mines),mysterium/07.txt
Maison Carrée,(may-ZON kah-RAY),2018_IQBT_NASAT/Packet_03.pdf
Majdanek,(MAH-jah-nek),Wiener
Majorana,(ma-yo-RA-na),2016_Terrapin/Packet_02.pdf
Majorca,(my-OR-kah),nsc18/22.txt
Majuro,(MADGE-uh-roh),2017_NASAT/Round_11.pdf
Makassar,(mah-KAH-sar),Wiener
Makemake,(MAH-kay-MAH-kay),Wiener
Makerbot,(maker-bot),2018_IQBT_NASAT/Packet_03.pdf
Malagasy,(mah-luh-GAH-say),Wiener
Malagueña,(ma-la-GAIN-yah),nsc18/10.txt
Malaquais,(mah-lah-KWAY),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
Malebo,(maa-LAY-boh),Wiener
Malebolge,(MAL-uh-bulj),Wiener
Malestroit,(mal-ess-TWAH),2018_IQBT_NASAT/Packet_15.pdf
Malevich,(mahl-YAY-vich),2018_CMST/07.pdf
Malevich,(mal-YEV-itch),2018_IQBT_NASAT/Packet_03.pdf
Maliki,(mah-LEE-kee),Wiener
Malle Babbe,(MAH-luh BAH-beh),2017_NASAT/Round_05.pdf
Malolos,(mah-LOH-lohs),Wiener
Malplaquet,(MOL-pluh-kay),Wiener
Malus's,(mah-LOOSE's),2017_NASAT/Round_20--Finals_or_Tiebreaker.pdf
Mama Quilla,(KEE-luh),Wiener
Maman Brigitte,(muh-MAN bruh-JEET),Wiener
Mamelukes,(MAHM-loocs),Wiener
Mamertines,(MAH-mur-teenz),Wiener
Managua,(mah-NAH-gwah),Wiener
Manannán mac Lir,(muh-NAH-nan mac-LEER),Wiener
Manaus,(mah-NAH-oos),Wiener
Manaus,(muh-NOWSE),2018_IQBT_NASAT/Packet_14.pdf
Manco Cápac,(MON-coh CAH-pahk),Wiener
Mandukya Upanishad,(mon-DOOK-yuh oo-PA-ni-shad),2017_ACF_Fall/Amherst_A_Clemson_Waterloo_UL_Lafayette_WKU_A.pdf
Manetuwak,(mah-NAY-too-wahk),Wiener
Mangarevan,(mong-guh-RE-vun),Wiener
Manichaeism,(man-ih-KEE-ism),nsc17/16.txt
Manischewitz,(man-uh-SHEV-its),nsc16/02.txt
Manitou,(MAN-uh-too),Wiener
Mankiw,(MAN-kyoo),2017_NASAT/Round_04.pdf
Mankiw,(MAN-kyoo),2018_IQBT_NASAT/Packet_15.pdf
Mannich,(MAN-ick),2018_CMST/13.pdf
Mansfield,(Murry),mysterium/14.txt
Mantineia,(MAN-tin-EY-uh),Wiener
Manu,(MAH-noo),Wiener
Manuel Castells,(mun-WELL kuh-STAILSS),2018_CMST/03.pdf
Manukau,(MAH-noo-cow),Wiener
Maori,(MOW-ree),Wiener
Maquet,(MAH-kay),nsc18/22.txt
Maquis,(MAH-kee),Wiener
Maracanã,(mah-RAH-cah-NUH),Wiener
Marais des Cygnes,(muh-REE duh SEEN),Wiener
Marajó,(mah-rah-HO),Wiener
Marat,(mar-AH),2018_CMST/06.pdf
Marcello,(mar-CHEH-loh),Wiener
Marche Slave,(marsh slahv),2018_IQBT_NASAT/Packet_01.pdf
Marche slave,(marsh slahv),nsc17/05.txt
Marche,(MAR-kay),nsc16/04.txt
Marcion,(MAR-shun),2018_CMST/03.pdf
Marcus Caelius,(KAI-lee-us),Wiener
Mardonius,(mar-DOH-nee-us),Wiener
Marduk,(MAH-duk),Wiener
Mareuil,(mah-RUH-ee),nsc17/23.txt
Maria João Pires,(Maria zh’WOW PEER-ish),nsc18/04.txt
Maria Truczinski,(truck-ZINN-skee),Wiener
Marie de’ Medici,(mah-REE duh may-dee-SEE),2018_CMST/09.pdf
Marienplatz,(ma-REE-en-plahtz),Wiener
Marignano,(MAH-rin-YAH-no),Wiener
Marija,(Maria),2018_CMST/15.pdf
Marilys,(MAIR-uh-liss),nsc18/12.txt
Marin County,(muh-RIN),Wiener
Marin Marais,(mah-RAN mah-RAY),2018_CMST/10.pdf
Marjatta,(MAR-yah-tah),Wiener
Mark Sokolich,(SAH-koh-litch),Wiener
Markale,(mar-KAH-lee),Wiener
Marlène Rabaud,(mar-LEN rah-BOH),2018_CMST/15.pdf
Marmeladov,(mar-MAY-luh-doff),Wiener
Marquetalia,(mar-kay-tah-LEE-ah),Wiener
Marquise de Merteuil,(mar-KEEZ duh mair-TUH-ee),nsc18/13.txt
Marseillaise,(mar-say-EZ),nsc17/05.txt
Marseilles,(mar-SAY),2018_IQBT_NASAT/Packet_09.pdf
Marseilles,(mar-SAY),Wiener
Marshall,(David),mysterium/03.txt
Marsilio Ficino,(mar-SEE-lee-oh fuh-CHEE-noh),Wiener
Marsyas,(MAHR-see-uhs),Wiener
Martial,(mar-see-ALL),2018_IQBT_NASAT/Packet_05.pdf
Mary Jo Kopechne,(kah-PEK-nee),Wiener
Mary,(MAH-ree),2018_CMST/01.pdf
Maryam Mirzakhani,(mar-YAHM meer-zah-KAH-nee),2018_IQBT_NASAT/Packet_13.pdf
Marzelline,(MAR-zay-lee-nay),Wiener
