word,PG,source
Momigliano,(moh-mee-lee-AH-noh),2018_CMST/10.pdf
Monaghan,(MUN-uh-hun),2018_CMST/02.pdf
Mondnacht,(MOND-nahkt),2017_ACF_Regionals/A_-_Maryland_A_+_UCSD_B.pdf
Monera,(muh-NEER-uh),Wiener
Monime,(mo-NEE-may),Wiener
Monmouth,(MON-mith),2016_Terrapin/Packet_01.pdf
Mono,(MOH-noh),2018_CMST/15.pdf
Monod,(moh-NOH),nsc17/04.txt
Monoecious,(muh-NE-shiss),nsc18/06.txt
Monongahela,(muh-NAHN-guh-HEE-luh),Wiener
Monsieur Homais,(oh-MAY),Wiener
Monsieur Piquedent,(pick-DAHNT),Wiener
Mont Blanc,(moont BLONK),Wiener
Mont Sainte-Victoire,(mont sant-vik-TWAR),nsc18/03.txt
Mont Sainte-Victoire,(moont saint veek-TWAHR),Wiener
Montaigne,(mon-TAIN),2018_IQBT_NASAT/Packet_10.pdf
Montaillou,(moan-tie-YOU),mysterium/05.txt
Montaillou,(mon-tye-YOO),nsc18/16.txt
Montecuccoli,(mon-teh-koo-CHOH-lee),2018_ACF_Nationals/03_-_Prelims_3_-_Michigan_A.pdf
Montego,(mon-TEE-goh),Wiener
Montesquieu,(MON-tuh-skew),2018_CMST/15.pdf
Montet,(mon-TAY),2018_CMST/07.pdf
Monteverde,(mohn-tay-VAIR-day),Wiener
Montevideo,(mohn-tay-vee-DAY-oh),Wiener
Montfort,(MONT-furt),2018_CMST/06.pdf
Montgolfier,(mont-GOL-fee-ey),Wiener
Montjuic,(mont-WEEK),Wiener
Montjuïc,(mon-zhoo-EEK),nsc17/24.txt
Montmartre,(mohn-MAR-treh),Wiener
Montpellier,(mohn-pull-YAY),2018_CMST/11.pdf
Montreux,(mon-TROO),Wiener
Moog,(mohg),2018_CMST/05.pdf
Mool Mantar,(MON-tahr),Wiener
Moravia,(moh-RAH-vee-uh),Wiener
Morceaux,(more-SO),2018_ACF_Regionals/J._Northwestern_A_+_Maryland_B_+_Oklahoma_A.pdf
Moreneta,(mor-ay-NAY-tah),2017_ACF_Regionals/D_-_Rutgers_A_+_Georgia_A.pdf
Moresnet,(moh-ray-NAY),nsc16/11.txt
Morgan Tsvangirai,(suh-van-GEE-rye),Wiener
Morgause,(mor-GOHZ),2017_ACF_Regionals/P_-_Editors_3.pdf
Morpheus,(MOHR-fee-uhs),Wiener
Morricone,(mo-ree-KOH-nay),2018_IQBT_NASAT/Packet_13.pdf
Morrigan,(MOR-rig-ahn),Wiener
Moruroa,(MOR-uh-OR-uh),Wiener
Morvarch,(mor-VARK),2017_ACF_Regionals/H_-_Ohio_State_A_+_Caltech_A.pdf
Moschophoros,(moh-skoh-foh-rohs),2017_ACF_Regionals/E_-_Florida_A_+_Johns_Hopkins_A.pdf
Moses Maimonides,(mai-MON-id-eez),Wiener
Moshe,(MOH-shuh),Wiener
Motian,(motion),2018_CMST/08.pdf
Moulin de la Galette,(moo-LAHN day la gah-LET),Wiener
Mount Niitaka,(NEE-ee-TAH-kuh),Wiener
Mount Pani,(PAH-nee),Wiener
Mount Ventoux,(ven-TOO),Wiener
Mousterian,(moo-STAIR-ee-in),nsc18/05.txt
Mrzeżyno,(murr-ZHEZH-no),2018_IQBT_NASAT/Packet_19.pdf
Mstislav Rostropovich,(MIS-tee-slav),Wiener
Mstislav,(MISS-tiss-lahv),nsc17/15.txt
Mtsensk,(mits-ENSK),Wiener
Mtsensk,(mut-SENSK),nsc18/23.txt
Mtskheta,(muts-KHET-ah),2018_ACF_Regionals/R._Editors_1.pdf
Muammar Gadhafi,(kuh-DAH-fee),Wiener
Mucha,(MOO-hah),2018_CMST/15.pdf
Muezzins,(moo-EH-zins),2018_IQBT_NASAT/Packet_16.pdf
Mugaku Sogen,(moo-GAH-koo SOH-gen),2017_ACF_Regionals/K_-_Chicago_A_+_Cornell_A.pdf
Mughal,(MOO-gul),Wiener
Muhammad Zia-ul-Haq,(ZEE-ah-ool-HAHK),Wiener
Muhammadu Buhari,(moo-hah-MAH-doo boo-HAH-ree),Wiener
Muisca,(moo-EE-ska),nsc17/11.txt
Muisca,(moo-EES-cah),Wiener
Mujica Láinez,(moo-HEE-kuh LY-ness),2018_CMST/16_Tiebreakers.pdf
Mulian,(moo-lee-EN),2017_NASAT/Round_08.pdf
Mulian,(moo-lee-en),2018_CMST/10.pdf
Munch,(MOONK),2018_IQBT_NASAT/Packet_08.pdf|nsc17/10.txt
Munch,(moonk),nsc18/11.txt
Munguia,(MOON-gwee-ah),2018_ACF_Nationals/01_-_Prelims_1_-_Oxford_+_Duke.pdf
Murdoch,(MUR-dock),2018_IQBT_NASAT/Packet_12.pdf
Murillo,(moo-REE-yo),2018_CMST/10.pdf
Mury,(MOO-rih),2017_NASAT/Round_15.pdf
Muscat,(MUSS-kaht),2018_CMST/14.pdf
Musee des Beaux Arts,(myoo-ZAY day boo-ZAR),Wiener
Musetta,(myoo-zeh-TAH),Wiener
Musil,(MOO-zil),2018_CMST/16_Tiebreakers.pdf
Muss es sein?,(moose is ZYNE),2018_IQBT_NASAT/Packet_07.pdf
Musschenbroek,(MUSH-uh-bruke),nsc17/09.txt
Musée Fabre,(moo-ZAY FOB-ruh),2018_CMST/11.pdf
Musée d’Orsay,(myoo-ZAY dor-SAY),2016_Terrapin/Packet_02.pdf
Mut!,(moot),2018_CMST/01.pdf
Muwatallis,(MOO-wuh-TAH-liss),Wiener
Muybridge,(MY-bridge),2017_ACF_Regionals/O_-_Editors_2.pdf
Muye,(moo-YEH),nsc17/05.txt
Muye,(moo-yeh),smt/02.txt
My Lai,(mee lye),nsc17/01.txt|nsc17/10.txt
Mycale,(my-CAH-lay),Wiener
Mycale,(my-KAL-ee),2018_ACF_Nationals/04_-_Prelims_4_-_Maryland_A.pdf
Mycenae,(my-SEE-nay),Wiener
Mycenae,(my-SEE-nee),2018_CMST/15.pdf|2018_IQBT_NASAT/Packet_04.pdf|nsc18/05.txt|nsc18/20.txt
Mycenaean,(my-SEE-nee-an),2017_ACF_Regionals/C_-_Maryland_C_+_Toronto_A.pdf
Myeongnyang,(myung-n’YAHNG),nsc18/09.txt
Myrmidones,(mur-MID-un-eez),2017_ACF_Regionals/C_-_Maryland_C_+_Toronto_A.pdf
Myrrhine,(mih-REE-nee),nsc18/17.txt
Mysore,(my-sore),2017_ACF_Regionals/B_-_Maryland_B_+_Oxford_A.pdf
Mythologiques,(mee-toh-loh-ZHEEK),2018_CMST/01.pdf
Mytilene,(MIT-uh-LEE-nee),Wiener
Máel Muire,(mile murrah),mysterium/01.txt
Máj,(my),2018_IQBT_NASAT/Packet_20.pdf
Mátyás Rákosi,(MAH-taash RAA-ko-shee),Wiener
Mátyás Rákosi,(MAHT-yash RAH-koh-shee),2018_ACF_Nationals/14_-_Playoff_6_-_Editors_6.pdf
Mäßig bewegt,(MESS-ish buh-VAKED),nsc18/19.txt
Médée,(may-DAY),2017_ACF_Regionals/G_-_Michigan_A_+_Johns_Hopkins_B.pdf
Mélisande,(may-lee-ZOND),2018_CMST/16_Tiebreakers.pdf
Mélodies Hébraïques,(may-loh-DEE ay-brah-EEK),nsc17/17.txt
Mélodies passagères,(may-loh-DEE pa-sa-ZHAIR),mysterium/07.txt
Mérimée,(mare-ee-MAY),2018_CMST/13.pdf
Mérindol,(MAY-reen-dohl),2017_ACF_Regionals/L_-_Berkeley_A_+_WUSTL_A_+_Northwestern_A_+_Michigan_B.pdf
Métis,(meh-TEE),Wiener
Mörike,(MURR-ee-kuh),2017_NASAT/Round_14.pdf
Mörner,(MER-ner),2017_NASAT/Round_01.pdf
Mỹ Sơn,(mee sun),2016_Terrapin/Packet_05.pdf
M’Boom,(muh-BOOM),Wiener
N'Djamena,(in-jah-MAY-nah),2017_NASAT/Round_10.pdf
N-Acetyl-talos-amin-uronic,(en-UH-see-tull-tuh-LOS-a-meen-your-ON-ick-,Wiener
NAIRU,(NAY-roo),Wiener
NO2–,(N-O-two-minus),2015_STIMPY/06._Michigan_A_-_Penn_B.pdf
NOx,(NOCKS),nsc17/13.txt
NOx,(nox),2018_IQBT_NASAT/Packet_13.pdf
NSAIDs,(EN-seds),smt/14.txt
NW,(n-w),nsc17/18.txt
NXIVM,(Nexium),2018_IQBT_NASAT/Packet_04.pdf
Nachtwacht,(NAHKT-vakht),2018_IQBT_NASAT/Packet_08.pdf
Nadar,(nah-DAR),Wiener
Nadia Comaneci,(coh-man-EECH),Wiener
Nadir Shah,(naa-DEER),Wiener
Nagarjuna,(nah-GAR-joo-nuh),2017_ACF_Regionals/O_-_Editors_2.pdf
Nagas,(NAH-guhs),Wiener
Naglfar,(NOK-far),Wiener
Naguib Mahfouz,(na-HIB mah-FOOS),Wiener
Nahua,(NA-hwa),2017_ACF_Regionals/G_-_Michigan_A_+_Johns_Hopkins_B.pdf
Nahua,(NAH-wah),2018_IQBT_NASAT/Packet_04.pdf
Nahuatl,(NAH-wah-tul),2018_CMST/05.pdf
Nahum,(NAY-um),2018_CMST/02.pdf
Naiads,(NAY-ads),Wiener
Naima,(nah-EE-mah),Wiener
Najera,(nah-HAIR-uh),Wiener
Najran,(nahj-rahn),2017_ACF_Regionals/A_-_Maryland_A_+_UCSD_B.pdf
Nakariakov,(na-KAR-ya-KOFF),nsc18/02.txt
Nalubaale,(NAH-loo-BAH-lay),Wiener
Namaqua,(nah-MAH-kwuh),Wiener
Namche,(NAM-chay),2018_ACF_Nationals/10_-_Playoff_2_-_Editors_2.pdf
Namor the Sub-Mariner,(NAY-mor),Wiener
Nanabijou,(nah-nah-bo-ZHOH),2018_IQBT_NASAT/Packet_07.pdf
Nanahuatzin's,(na-na-WAHT-zeen's),nsc17/01.txt
Nancy,(nawn-SEE),2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf
Nanook,(nah-NUK),Wiener
Nantes,(nahnt),2017_ACF_Regionals/D_-_Rutgers_A_+_Georgia_A.pdf|nsc18/11.txt
Naoise,(NEE-shuh),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
Napoleon Chagnon,(SHAG-nohn),Wiener
Narcissus,(nahr-SIS-uhs),Wiener
Narendra Modi,(nah-REN-druh MOH-dee),Wiener
Naresuan,(nah-ray-SOO-un),2018_ACF_Regionals/G._Yale_A_+_UT_Dallas_A_+_NCF_A.pdf
Narraboth,(NAH-ruh-bahth),Wiener
Nascimento,(nah-see-MAIN-too),2018_CMST/10.pdf
Naseby,(NAYZ-bee),Wiener
Nat-Og-Dag,(NAHT-oh-DAH),2018_CMST/08.pdf
Natchitoches,(NACK-uh-tish),2017_NASAT/Round_10.pdf|umdfall17/03.txt
Nath,(not),2018_CMST/14.pdf
Nathalie Sarraute,(NAH-tah-lee sah-ROHT),nsc17/01.txt
Naturphilosophie,(nah-TOUR-philosophy),2017_ACF_Regionals/B_-_Maryland_B_+_Oxford_A.pdf
Naugatuck,(NAW-guh-tuck),Wiener
Nauje,(NOW-jay),2018_ACF_Nationals/10_-_Playoff_2_-_Editors_2.pdf
Naulochus,(now-LOH-kuss),Wiener
Nauplius,(NAW-plee-uss),nsc18/23.txt
Nauru,(NOW-roo),nsc17/09.txt
Navarino,(nah-vah-REE-noh),Wiener
Navarre,(nah-VAHR),Wiener
Navier,(nahv-YAY),2016_Terrapin/Packet_09.pdf
Navier-Stokes,(NAH-vee-ey),Wiener
Nayar,(NYE-ur),2016_Terrapin/Packet_04.pdf
Naಘsi,(nah-FEE-see),2017_ACF_Regionals/K_-_Chicago_A_+_Cornell_A.pdf
Ndebele,(in-DEB-eh-leh),nsc17/16.txt
Ndembu,(in-DEM-boo),2017_ACF_Regionals/D_-_Rutgers_A_+_Georgia_A.pdf|2018_CMST/06.pdf
Ndengei,(nuh-DEN-gay),Wiener
Ndiadiane Ndiaye,(n'jah-jahn-ay n'jah-yay),2018_ACF_Nationals/02_-_Prelims_2_-_Minnesota_A.pdf
Ndotsheni,(en-DOT-shen-ee),Wiener
Nefertari,(neh-fur-TEH-ree),Wiener
Negrin,(nay-GRIN),Wiener
Nehardea,(nuh-HAR-deh-AH),2018_IQBT_NASAT/Packet_09.pdf
Nehemiah,(NEH-hem-AI-uh),Wiener
Neith,(neeth),2018_ACF_Regionals/G._Yale_A_+_UT_Dallas_A_+_NCF_A.pdf
Nemean,(nee-MEE-en),Wiener
Nemesis,(NEM-uh-sis),Wiener
Nemo me impune lacessit,(NEH-mo may im-POO-nay lah-CHESS-eet),nsc17/03.txt
Nemours,(neh-MORE),2017_ACF_Regionals/D_-_Rutgers_A_+_Georgia_A.pdf
Neo-Riemannian,(neo-ree-MAH-nee-in),2018_ACF_Regionals/F._Berkeley_A_+_MIT_B_+_Southampton_A.pdf
Neoptolemus,(nee-ahp-TAHL-ih-muhs),Wiener
Nephthys,(NEF-this),Wiener
Nereids,(NEE-reeds),Wiener
Nereus,(NEE-ree-uhs),Wiener
Nerone,(neh-ROH-neh),nsc18/15.txt
Nes Gadol Haya Sham,(NESS gah-DOL hai-ah SHAHM),Wiener
Nessun dorma,(nay-SOON DOR-muh),Wiener
Nestor,(NES-tur),Wiener
Netaji,(NAY-tah-jee),2016_Terrapin/Packet_14_Finals_2.pdf
Netjeryt,(net-JAIR-it),2018_CMST/03.pdf
Neuchâtel,(new-shah-TELL),2018_IQBT_NASAT/Packet_19.pdf
Neue Sachlichkeit,(NOY-uh ZOCK-lick-kite),2018_CMST/01.pdf
Neuilly,(noo-YEE),2017_ACF_Regionals/O_-_Editors_2.pdf|Wiener
Neumann's,(NOY-mahn's),nsc17/15.txt
Neumann,(NOY-mahn),2017_NASAT/Round_15.pdf|2017_NASAT/Round_17.pdf|2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf|2018_IQBT_NASAT/Packet_03.pdf|nsc16/04.txt|nsc16/06.txt|nsc17/08.txt
Neupogen,(NEW-poh-jen),2017_ACF_Regionals/K_-_Chicago_A_+_Cornell_A.pdf
Neurath,(NOY-rot),2016_Terrapin/Packet_15.pdf
Neuschwanstein,(NOYSH-von-shtyne),smt/03.txt
Neuschwanstein,(noish-VON-shtein),Wiener
Neuschwanstein,(noysh-von-shtyne),nsc18/12.txt
Neuville,(NUH-VEEL-uh),Wiener
New Echota,(ee-CHO-tuh),Wiener
Nez Perce,(nezz purse),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
Ng,(ING),2018_ACF_Regionals/M._JHU_A_+_Oxford_A_+_UNC_L.pdf
Ngapuhi,(ng-ah-POO-ee),2017_ACF_Regionals/M_-_Columbia_A_+_Carleton_A_+_Michigan_State.pdf
Ngouabi,(un-GWAH-bee),2018_ACF_Regionals/F._Berkeley_A_+_MIT_B_+_Southampton_A.pdf
Ngugi wa Thiong'o,(GOO-gee wah thee-ON-go),nsc17/11.txt
Ngugi wa Thiong’o,(GOO-gee wah thee-ON-go),smt/04.txt
Ngugi wa Thiong’o,(n'goo-gi WA thee-ong-oh),2017_ACF_Regionals/I_-_Illinois_A_+_UCSD_A.pdf
Ngurunderi,(ngoo-roon-DEH-ree),2018_ACF_Regionals/G._Yale_A_+_UT_Dallas_A_+_NCF_A.pdf
Nguyen,(WIN),Wiener
Ngô Đình Diệm,(NOH din deem),Wiener
Ngöndro,(NUN-dro),2017_ACF_Fall/Editors_2.pdf
Ngũgĩ wa Thiong’o,(GOO-gee wah thee-ON-go),2018_IQBT_NASAT/Packet_12.pdf
Nheengatu,(nyeh-AANG-ah-TOO),2017_NASAT/Round_13.pdf
Niaosung,(nyow-sung),2018_CMST/10.pdf
Nibelungenlied,(nee-buh-LUNG-en-leed),Wiener
Nicaea,(nai-SEE-uh),Wiener
Niccolò,(neekoh-LOH),2018_CMST/12.pdf
Nice,(NEESE),2018_ACF_Regionals/E._Delaware_A_+_Kentucky_A_+_Cambridge_A.pdf|nsc18/02.txt
Nichiren,(nee-chee-REN),Wiener
Nicholas Poussin,(poo-SAH),Wiener
Nicholas Roerich,(ROW-rick),Wiener
Nicholas Sarkozy,(SAR-koh-ZEE),Wiener
Nicolae Ceausescu,(chow-SES-coo),Wiener
Nicolas Fouquet,(foo-KAY),Wiener
Nicolas Poussin,(neekoh-LAH poo-SAN),2018_CMST/06.pdf
Nidre,(cole NEE-dray),Wiener
Niebuhr,(nee-boor),2018_ACF_Regionals/K._Chicago_A_+_Washington_A_+_NYU_A.pdf
Nietzsche,(NEE-chuh),2017_ACF_Regionals/M_-_Columbia_A_+_Carleton_A_+_Michigan_State.pdf|2018_CMST/08.pdf|nsc18/15.txt
Nietzsche,(NEE-tchuh),2017_ACF_Regionals/F_-_Harvard_A_+_Oxford_B.pdf
Niflheim,(NEE-ful-hym),Wiener
Niger,(nee-ZHAIR),2017_NASAT/Round_08.pdf
Niihau,(NEE-ee-how),Wiener
Nijmegen,(NYE-maygen),2018_ACF_Nationals/03_-_Prelims_3_-_Michigan_A.pdf
Nika,(NAI-kuh),Wiener
Nike,(NAI-kee),Wiener
Nikita Khrushchev,(NIH-kee-tuh kroo-SHOFF),Wiener
Nikolaikirche,(nee-kol-EYE-keer-keh),Wiener
Nikolskoe,(NEE-kull-sko-uh),Wiener
Nina Zarechnaya,(ZUH-reck-NAI-uh),Wiener
Nineveh,(NIN-ih-veh),Wiener
Niobe,(nai-OH-bee),Wiener
Nisei,(NEE-say),Wiener
Nisse,(niss-eh),Wiener
Niterói,(nee-teh-ROY),Wiener
Njord,(nyord),nsc18/05.txt
Njörd,(nyord),2018_CMST/11.pdf
Noailles,(NEW-eye-ee),Wiener
Noailles,(no-EYE),nsc17/17.txt
Noche Triste,(NOH-chay TREES-tay),Wiener
Nodot,(noh-doh),2017_ACF_Regionals/K_-_Chicago_A_+_Cornell_A.pdf
Noether,(NUR-tuh),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
Noetherian,(nur-TARE-ee-in),2018_ACF_Regionals/H._Maryland_A_+_McGill_B_+_UIUC_A.pdf
Noether’s,(NOY-tur's),2017_ACF_Regionals/D_-_Rutgers_A_+_Georgia_A.pdf
Noether’s,(NOY-turr's),2017_ACF_Regionals/E_-_Florida_A_+_Johns_Hopkins_A.pdf
Noether’s,(NUR-tuh’s),2018_ACF_Regionals/A._Waterloo_A_+_WUSTL_A_+_Yale_B.pdf
Noisiu,(NEE-sheh),Wiener
Non più andrai,(known pyoo ahn-DRY),nsc18/01.txt
Noordeinde,(nort-YNE-duh),nsc17/18.txt
Nordstjärnan,(nord-SHWAR-nahn),2018_ACF_Regionals/A._Waterloo_A_+_WUSTL_A_+_Yale_B.pdf
Notre Dame du Haut,(NOH-truh dom doo oh),Wiener
Nouveau,(noo-VOH),2018_CMST/15.pdf
Novum Organum,(NOH-vum or-GAH-num),Wiener
Ntim Gyakari,(in-TEEM jah-KAH-ree),2017_NASAT/Round_03.pdf
Nuages,(noo-AHZH),2018_CMST/12.pdf|nsc18/18.txt
Nucleoli,(nu-clee-oh-lie),Wiener
Nueces,(noo-ACE-ace),Wiener
Nuer,(NOO-ur),2018_CMST/11.pdf
Nuer,(noo-air),2017_ACF_Regionals/C_-_Maryland_C_+_Toronto_A.pdf
Nuit,(NWEE),2017_ACF_Fall/Berkeley_A_Boston_College_WUSTL_B.pdf
NumPy,(NUM-pie),nsc18/15.txt
Nunavut,(NOO-nuh-vut),Wiener
Nurhachi,(noor-HAH-chee),nsc18/17.txt
Nuvvuagittuq,(noo-voo-AG-it-tuck),2018_CMST/15.pdf
Nuvvuagittuq,(noo-voo-AH-gih-tuke),2017_NASAT/Round_10.pdf
Nyame,(nee-AH-may),2018_IQBT_NASAT/Packet_12.pdf|Wiener
Nyerere,(nyeh-REH-reh),2018_CMST/12.pdf
Nymphes des bois,(NAM-fuh day BWAH),2018_CMST/06.pdf
Néel,(nay-ELL),2016_Terrapin/Packet_03.pdf
Nîmes,(NEEM),2018_IQBT_NASAT/Packet_03.pdf
O mio babbino caro,(oh MEE-oh bah-BEE-noh CAH-roh),Wiener
O soave fanciulla,(oh soh-AH-vee fahn-CHOO-luh),Wiener
O,(2),2017_NASAT/Round_18.pdf
OCOMOGOSIAY!,(oh-koh-moh-goh-SIGH-ay),2017_ACF_Regionals/A_-_Maryland_A_+_UCSD_B.pdf
OGLE,(ogle),2018_CMST/07.pdf
OPERA,(opera),2018_CMST/13.pdf
ORLAN,(or-LAHN),2017_ACF_Regionals/K_-_Chicago_A_+_Cornell_A.pdf
OSI,(O-S-I),2018_CMST/09.pdf
Oath of the Horatii,(hoh-RAH-tee),Wiener
Oaxaca,(wah-HAH-kah),nsc17/23.txt
Oaxaca,(wah-HAH-kuh),Wiener
Obeid,(oh-bay-EED),Wiener
Obeyesekere’s,(oh-bur-SEEK-ruh's),2017_ACF_Regionals/P_-_Editors_3.pdf
Oblomov,(uh-BLOH-muff),2018_CMST/12.pdf
Occaneechi,(AH-cuh-NEE-chee),Wiener
Oceanus,(oh-kee-AH-nus),Wiener
Oceanus,(oh-shee-ANN-us),nsc18/07.txt
Ockeghem,(OCK-uh-ghem),2018_CMST/06.pdf
Ocracoke,(OAK-ruh-coak),Wiener
Oct4,(O-C-T-four),2017_NASAT/Round_09.pdf
Odendaalsrust,(OH-din-dolls-roost),nsc17/03.txt
Odendaalsrust,(oh-den-DAHLS-rust),Wiener
Oder-Neisse,(OH-der-NYE-suh),2018_ACF_Nationals/TB01_-_Tiebreaker_1_-_WUSTL.pdf
Odette de Crecy,(CRAY-see),Wiener
Odile,(oh-DEEL),nsc18/17.txt
Odin,(OH-din),Wiener
Odoacer,(oh-doh-AY-sur),2018_CMST/02.pdf
Odysseus,(oh-DIS-ee-uhs),Wiener
Oe,(OH-ay),2017_ACF_Regionals/H_-_Ohio_State_A_+_Caltech_A.pdf
Oebares,(OY-bah-rayz),Wiener
Oedipa Maas,(ED-uh-puh MAHS),Wiener
Oedipa,(ED-ip-uh),Wiener
Oeneus's,(EE-nee-us's),nsc17/16.txt
Oeneus,(EE-nee-us),2018_IQBT_NASAT/Packet_13.pdf
Oeneus,(OH-eh-nus),Wiener
Oenopion,(ee-NOH-pee-on),nsc18/13.txt
Oesling,(OOS-leeng),smt/01.txt
Oeta,(ET-uh),2018_CMST/11.pdf
Offred,(OFF-red),nsc18/01.txt
Ogives,(oh-ZHEEV),nsc18/15.txt
Ognissanti,(own-yee-SAHN-tee),2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf
Ogoun,(OH-goon),Wiener
Ograbme,(oh-GRAB-me),Wiener
Ogygia,(oh-JIH-jee-uh),2017_ACF_Regionals/A_-_Maryland_A_+_UCSD_B.pdf
Ogygia,(oh-JIJ-ee-uh),Wiener
Ohsumi,(OH-soo-mee),nsc17/19.txt
Ohsumi,(OH-sue-me),nsc18/03.txt
Ohtas,(OY-tahs),Wiener
Oisille,(wah-ZEE-uh),2017_NASAT/Round_03.pdf
Oisín,(oh-SHEEN),Wiener|2018_ACF_Regionals/B._OSU_A_+_Wisconsin_A_+_Cambridge_B.pdf
Oisín,(uh-SHEEN),nsc18/24.txt
Ojibwe,(oh-JEEB-way),nsc16/25.txt
Ojibwe,(oh-JIB-way),2017_NASAT/Round_09.pdf|2018_IQBT_NASAT/Packet_07.pdf|smt/03.txt
Ojizō-sama,(oh-jee-ZOH-sah-ma),2018_IQBT_NASAT/Packet_20.pdf
Okavango,(oh-kuh-VAHN-goh),Wiener
Okhrana,(oh-KRAH-nah),2017_ACF_Regionals/K_-_Chicago_A_+_Cornell_A.pdf
Okomfo Anokye,(aw-CALM-foh ah-NOTCH-ay),mysterium/07.txt
Okonkwo,(oh-CONK-woe),Wiener
Okuninushi,(oh-KOO-nee-NOO-shee),2017_NASAT/Round_07.pdf
Oldowan,(OHL-doo-wahn),nsc18/05.txt
Ole Bull,(OO-luh BOOL),2017_NASAT/Round_13.pdf
Ole Scheeren,(OH-luh SHAY-ren),2017_ACF_Regionals/H_-_Ohio_State_A_+_Caltech_A.pdf
Oleእ�n metathesis,(OH-leh-fin meh-TATH-es-iss),2017_ACF_Regionals/P_-_Editors_3.pdf
Oligochaeta,(ah-lee-goh-KITE-uh),Wiener
Olisipo,(oh-lees-EE-poh),Wiener
Olivier Foures,(oh-LIV-yay foo-RAY),2017_ACF_Regionals/I_-_Illinois_A_+_UCSD_A.pdf
Olivier Messiaen,(oh-leev-YAY mess-YANN),nsc16/11.txt
Olivier Messiaen,(oh-leev-YAY mess-YAWN),2017_NASAT/Round_17.pdf|2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf|2018_IQBT_NASAT/Packet_09.pdf|nsc18/06.txt|nsc18/16.txt
Olivier Messiaen’s,(oh-leev-YAY mess-YAWN’s),2018_IQBT_NASAT/Packet_14.pdf
Olivier de Clisson,(oh-LIV-ee-ey day CLAY-son),Wiener
Olivier de La Marche,(oh-liv-YAY de la MARSH),2017_ACF_Regionals/K_-_Chicago_A_+_Cornell_A.pdf
Ollanta Humala,(oh-YAHN-tah oo-MAH-la),nsc18/AS.txt
Omar Torrijos,(tore-EE-hohs),Wiener
Omarosa,(oh-muh-ROH-suh),Wiener
Omer,(OH-mur),Wiener
Ometeotl,(oh-meh-teh-OHT-el),Wiener
Ometepe,(oh-meh-TEH-pey),Wiener
Omphale,(OM-fuh-lay),Wiener
Omphale,(OM-fuh-lee),2018_IQBT_NASAT/Packet_11.pdf
Omukama Kabalega,(oh-moo-KAH-mah kah-bah-LEH-gah),2018_ACF_Nationals/01_-_Prelims_1_-_Oxford_+_Duke.pdf
Onate,(ahn-YAH-tay),Wiener
Ondaatje,(on-DAH-chee),nsc17/10.txt|2018_CMST/10.pdf
Ondine,(own-DEEN),mysterium/09.txt|nsc18/10.txt
Onegin,(ohn-YAY-ghin),2018_CMST/13.pdf
Onegin,(un-YAY-ghin),nsc18/06.txt
Oneida,(oh-NYE-duh),Wiener
Onesimus,(oh-NEE-see-mus),Wiener
Oogenesis,(oh-oh-genesis),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
Opchanacanough,(AW-fuh-can-off),Wiener
Opechancanough,(OH-peh-CHAN-kan-uff),2018_ACF_Nationals/11_-_Playoff_3_-_Editors_3.pdf
Opechancanough,(OH-puh-CHAN-kah-nuff),Wiener
Operation Rösselsprung,(RER-shuhl-SHPRUNG),Wiener
Ophir,(oh-FEER),nsc18/11.txt
Opisthokonts,(oh-PISS-thuh-konts),2017_NASAT/Round_09.pdf
Opothle Yohola,(oh-pohth-lay yo-HOLE-uh),2017_ACF_Regionals/F_-_Harvard_A_+_Oxford_B.pdf
Optimates,(ahp-tim-AH-tayz),Wiener
Oquirrh,(OH-ker),nsc17/13.txt
Orban,(OR-baan),Wiener
Oreithyia,(or-uh-THIGH-uh),2018_ACF_Regionals/B._OSU_A_+_Wisconsin_A_+_Cambridge_B.pdf
Orellano,(or-ey-AH-no),Wiener
Oreste Baratieri,(oh-REH-stay bah-rah-tee-AIR-ee),2017_ACF_Regionals/I_-_Illinois_A_+_UCSD_A.pdf
Oresteia,(or-es-TAY-uh),Wiener
Orestes,(ohr-ES-teez),Wiener
Organon,(or-GAH-non),Wiener
Orgoglio,(or-GOH-lee-oh),2017_ACF_Regionals/E_-_Florida_A_+_Johns_Hopkins_A.pdf
Orgon,(or-GOAN),Wiener
Oriflamme,(oh-ree-flahm),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
Origen,(OR-ee-jen),nsc17/01.txt
Orion,(oh-RAI-uhn),Wiener
Orithyia,(oh-REE-thee-ah),nsc18/15.txt
Orithyia,(ori-THIGH-uh),2018_IQBT_NASAT/Packet_16.pdf
